A	根本就不是寵物友善飯店/訂了房付了錢到現場才被告知/不能帶狗狗入住
A	環境乾淨/服務人員態度很好/唯一美中不足的是房間電視都無訊號/廁所吹風機也無法使用/尷尬/
B	Cp值很高的地方/乾淨沒菸味/地點好/房間舒服/
B	位置上離信義商圈和饒河夜市中間/搭捷運需要再走段路才能到/被安排的房間乾淨整潔還可以/還算新的裝潢/在床上看手機照明不充足/飯店周邊吃飯喝茶買水果都很方便/樓下預留3個車位給有緣人/房間不小可是走道出入窄了點太密集感/櫃台服務態度沒有違和感/算親切吧/整體上這次的住宿心情還不錯/
B	外套忘在旅社/旅社還特地幫我寄回台中/真的太貼心了/
B	東西忘在門口打電話請櫃檯幫我留著/真的很感謝
A	非常差勁/照理說當天下午三點就要可以進房了/結果晚上8點到竟然還在打掃/還等飯店半小時/行程都被延遲/那也就算了/房間裡面滿滿煙味/隔音差/連浴室浴巾也沒有/還要打客服才補上/最誇張還有蟑螂/反應櫃檯也愛理不理/非常糟/
A	11月16日晚上7點多抵達/途中電話裡說隨時可以來check/in/所以我們時間就抓的比較緊/結果到了還等了快半小時/那就算了還好預約的餐廳沒遲到/到了櫃檯才告知4人房是6人膠囊式/照片跟網路不一樣/照片裡是正常的套房/而且還說可能會有其他房客入住/沒水沒毛巾/打電話要毛巾被掛掉/個人淺見/
A	前台態度差/隔音效果不好/抽屜有垃圾/房間裡的電話也是壞的/有問題需要自己到一樓詢問/毛巾味道也是難聞/床單漂白水味道太重/若大家要一個安心舒適的住宿感受/可不考慮/
A	住宿兩千多/價格偏高/休息二小時580/比較合理/櫃檯女服務員態度很差/臉超臭/房間隔音非常差/走廊講話聲非常清楚/隔壁關門的聲音/也是直達你耳裡/房間小/設備簡陋/廁所沒有乾濕分離/但空間還算寬敞/廁所坐馬桶時/右手會卡到牆壁上的置物架/設計很差/
A	距離市政府捷運站走路10分鐘內能抵達/背包客房間應該是原本的房間直接改裝而成/所以優點缺點很明顯/首先是八人一房/且沒分男女房/廁所只有一間就在房間內/好處是方便/壞處是人多時就得等待/且半夜有人使用時會很吵/房間內的空間狹小/床位175公分以內睡還可以/超過就會太小/廁所內有提供浴巾盥洗用具使用/重大缺點是不知道為何房間要設計成一旦有人進出/門鈴就會響/打擾睡眠/強烈建議帶耳塞/在這點我認為並沒有站在背包客的立場著想/交通便利/若單純雙人房或是單人房應該可以考慮/但不推薦背包客入住/
A	很沒有同理心的飯店櫃檯客服/帶小孩經過因為3歲小孩尿急/前往櫃檯請求商借一下廁所給小孩使用/詢問櫃檯人員坐在椅子上愛理不理沒反應/以為沒聽到再問了一次櫃檯人員/櫃檯人員才說不借/很差的服務態度/讓人評論一顆星都不想給/於是趕緊帶小孩出來/看到跟隔壁的便當店/跟老闆說老闆馬上就借/謝謝便當店老闆/
B	簡單/乾淨/街上很多小吃/要細細觀察/以免掛一漏萬/
A	明明就訂4人房結果給我6人房膠囊的還沒毛巾跟水打下去櫃檯也不理會/房間還有煙味
A	過年出遊訂旅館眼睛不夠亮/訂到地雷旅館/地板滿是毛髮還留了蟑螂屍體告知服務人員只說/會跟主管說/入住時不知道牆上掛的電視是裝飾用的/問櫃臺沒說沒有電視/等到逛街完回到旅館是晚上9點多/又問ㄧ次電視還是不能看/櫃檯才說我們的房間是沒有電視/一晚要4千多的價格房間2坪左右睡上下舖廁所快比房間大/住過無數飯店第一次遇到這種水準
A	房間很髒都沒打掃/電視不能看/不能充電/房間只有一個點燈可以開/一個晚上四千多跟鬼屋一樣/
A	房間乾淨/浴廁乾淨/住起來蠻舒適的/但是睡一晚要快3000/價格太貴/網路價格寫2000/到現場說沒有便宜的房型就推你最貴的房間/有附的早餐/竟然是便利商店/不能接受/
A	跨年4人房房價7000元粉貴就算了/還規定6點才能入住/看到房型傻眼居然是四小個單人隔間床/房間的電視還不給看/垃圾也沒清/真的是太扯了
A	打電話去卻在跟其他同事講話講了快一分鍾講完直接叫我去現場/那剛開始為啥不叫我直接到現場/我浪費電話錢聽你們講其他不甘心的事/有啥毛病
A	房間環境不錯/設備也很好/但一位櫃檯男生服務超差/臉臭到感覺好像我們欠他幾百萬一樣
B	房間乾淨/價格實在/又很有人情味
B	重新整修後/房間跟價格整體CP值高到破錶/唯可惜入住時廁所有一條髒的足布沒有收/
B	環境不錯/背包床的衛浴在房間內/但是交通不太方便/距離捷運站有一段/房價稍高/
A	一位櫃檯男生臉很臭/態度很差/而且網路上明明顯示可以攜帶寵物/去到那那個男的竟然說什麼無法攜帶寵物/還我們大老遠的開到那裡
A	連一顆都不到/圖片和事實不符/四人房/要入住才說沒房間只有/六人青年房/糟透無比
B	有三個停車位距離市政府捷運站四號出口比較近
B	2星是這旅店的星級/地理位置十分好/近地鐵又近101大樓/旅店附近充滿了地道的台灣飲食小店/NTD/40/200已能將你吃飽飽/
A	外表很新/房內菸味/蟑螂/隔音差/服務人員很熱心/不推
A	車位不足/叫我附近找車位停/停好後check/in/就說沒房/我早已經用agoda預定付完款還會沒房/感覺水準不佳
B	超級好的旅店/老闆人特別好/超熱情/環境也非常好/周圍也超方便/總之很值得來住/
A	地理位置非常好/臨近捷運站信義商圈/美中不足是房間比較小/喜歡大空間的旅客必須考慮/
A	打電話問有無空房/結果櫃台態度超差/說沒有就掛電話
B	主頁看圖/外送茶賴ok1520/微/信sso1520台北新竹住家浪漫性福旅館叫小姐/彰化米蘭旅館叫小姐/台北全套半套按摩/
A	服務態度很差/不適合商務住宿/隔音效果差
B	才剛從新裝潢/很有時尚感/地處繁華鬧區/交通方便/真的是物超所值/大推薦/
B	406的房間有馬達間隔驅動的聲音/跟櫃檯聯繫後有馬上更換房間
A	房間隔音不好/聽的到外面房間開門聲音和/其他房間/水龍頭聲音/飯店位置不錯/附近很多店
B	在信義區內CP值高的旅店/分有浴缸的房間及沒浴缸的房間/簡約時尚的裝璜/乾淨舒適
A	臨時訂的/不然真的不會選這裡/一切都很普通/對付一個晚上差不多/
B	位在著名的永吉路30巷小吃街/離市府捷運站近/交通便利/走路五分鐘就是精品雲集的信義商圈/購物方便/
A	平價/算乾淨/地點方便/還有浴缸/
B	價格便宜/地方舒適隔音好/適合休息/以及住宿/可以常常來
B	位置很好/裝潢有品味/很溫馨/
B	這個等級的裝潢休息才580/還蠻划算的/CP值很高的店/
A	地點佳/但房內有菸味跟價格就/
A	電話預約訂房時/態度不錯/雙人套房1480元/加床200元/人
A	打電話去/才知道不能帶狗/上面資料有誤
A	櫃檯服務態度極差/check/in/後馬上退房去住別間
B	有裝潢過/還行/附近有很多吃的/機能不錯/
A	6人背包房/跟照片有差異/房間沒桌子沒冰箱
A	冷氣空調居然會被關掉/房間還沒有打給櫃檯的號碼/
B	交通位置方便/休息台灣好去處
B	新鮮就是好吃/幾乎沒月去
B	乾淨/安靜/有停車位
B	乾淨舒適/適合旅遊居住
B	價格實惠/樓下就是夜市/非常非常方便
A	很不ok/煙味又有蟑螂
A	不錯休息地方/但早上的早餐差一點
A	旅館的早餐很隨意哈哈/
A	沒有電視/也不事先說/當場告知也愛理不理
B	背包客的房間衛浴設備乾淨
B	台北少數休息便宜的旅店/休息2小時580
B	溫馨/高cp值/早餐是麥當勞
A	來一次/就夠了/空間狹窄/隔音不佳/
B	不錯/會再去入住
B	CP值高/地點方便乾淨
A	剩下15分鐘還直接打來講說時間到了騙時間
A	太差了/還那麼貴/冷氣都有問題
A	櫃台人員態度很差/
A	房間清潔沒有做到很乾淨
B	新裝潢新設備/給個讚
A	房間有怪味/又有蟑螂
B	環境近信義商區/附近也很多好吃的
A	冷氣不冷/弄得我好熱流大汗
A	櫃台先生態度需要改善/
B	乾淨/整潔/格局好
A	櫃檯態度有夠差
B	還不錯/環境方便
B	CP高/景觀很漂亮
B	收費不貴地點佳
B	便宜舒適/離夜市近
A	環境不錯乾淨
B	乾淨/值得推薦
B	客氣/乾淨
B	不錯旅店/
A	還可以
B	乾淨
A	雖然房間很乾淨/但它有一股不會消失的香煙氣味/缺乏簡單的肥皂令人驚訝/它與各種興趣點的接近程度是它最大的吸引力/屋頂有很好的景色/
B	非常靠近主要的台北購物中心/台北101和餐廳/酒店接待員都很友好/房間很乾淨/公平的價格為方便和價值整體/
B	住宿很好/早餐只有減去沒有蛋糕/但結賬後他們會免費給你一個漢堡/這很好/
B	非常好的工作人員/餐廳/食品攤和小商店無處不在/就像夜市一樣/
B	方便在國定假日期間住幾晚/
B	房間不錯/服務很好/
A	短暫停留在台北市政廳附近/
A	質量差/
B	很好/
B	CP值高/
