A	有夠爛/房租貴/洗熱水澡超過15分鍾就沒有熱水房間沒有開水要喝開水要到櫃台旁飲水機才有開水可以喝房間設備跟板橋堤防邊的三流旅館差不多有夠爛價錢應該比三流旅館更便宜才公道/
A	三點可以入住/但四點到達/房間還沒整理好/在樓下等了一段時間/很怕隨便亂整理/床單沒換之類的/怕怕的/空間是算大/但品質還好/一開始被安排的六人房/冷氣不涼/所以就被拆成兩間房間/分開住/結果/其中一間熱水瓶不能用/電視不能看/房間煙味也蠻重的/床太軟了/不好睡/在訂房網站看到/一筆訂單可以免費停一台車/結果/詢問後/停車要錢/既然要錢/就應該重新寫清楚/把提供停車的字樣拿掉/而且合作的停車場/費用還比較貴/建議要停車的人/可以自行找其他停車場/便宜一半/唯一的優點就是離夜市很近/樓下就是了/
B	雖然小間但是很舒適且安靜/像家的感覺/尤其是櫃檯小姐緹娜和房務阿姨/阿姨還是一如往常一樣的熱心且打掃的房間很乾淨/緹娜比之前的櫃檯小姐服務更周到且更有耐心及責任感/棒棒棒喔/
A	超爛超爛的黑店/9月1號晚上八點扣三天的錢也沒通知可入住/2號晚上發現已扣款去入住/到3號早上八九點多吃完早餐發現沒衛生紙了於是向房務員反應/竟以兇惡態度說/時間到十一點要什麼衛生紙/幹/花四千多只住十五小時/還不能向土匪討幾張衛生紙/黑店一間
A	收費感覺在搶銀行/很多設備都無法使用/服務態度差/態度好一點好嗎/我希望住宿是有好的環境/可以嗎/改進一下吧/
B	聲音的部份是隔間的聲音或門口的聲音都聽的到/床的部份很軟/枕頭也很軟/像我是有點不習慣/所以睡起來不是說很舒服/我個人啦/空間的部份很大/剛好這次有帶小朋友/他們可以跑來跑去/所以這點很滿意/
A	整體感覺不是很好/電視遙控器電池電量不足/有先付多加時間的錢/櫃檯人員忘記/提醒退房的時候沒有用電話提醒/反而跑來敲門/感受極差/重點是時間未到忘記顧客有加時付費/隔音差聽得到走廊外有腳步聲或是情節時的聲音/
A	價位普通/地點不錯/離捷運站和夜市距離都算近/樓下旁邊就是便利商店/房間空間算大/但環境不是很理想/床底下完全是髒的/各種灰塵垃圾甚至之前房客落在床底下的東西都有/還有就是螞蟻非常的多/食物放一下螞蟻就聞香而來了/吹風機不確定是不是個案/風力非常的小/有點難吹/
A	服務人員很親切/浴室滿大的/但房間超小/地板另一邊一看就知道從來沒清理/晚上窗外空調機器的聲音吵到睡不著/每7分鐘左右啟動一次/一次大概一分鐘/室內的空調從來沒清過/加上太吵效能也很低/開一下下就關閉了/建議還是去背包客棧住雖然隔音差但睡的著/或加一些住好一點/
A	早晚班回覆答案不一致就算了/早班接電話態度超級差/我還在那邊跟他不好意思請問一下/不行就不行/我也沒硬要ㄠ/我還客氣詢問說那請問還有什麼其他方案嗎/他態度還是超差/就連最後我跟他說好謝謝/他回嗯/
