E	讓人感覺不佳/明明有打電話去預約包廂跟詢問收費/也說好要幫我保留/哪知道去了才說那間包廂昨天就壞了/只好被安排在小包廂/不過還是收2個人的費用/有一些歌都不見了/麥克風也不好唱
E	全面禁菸/但是一半以上的包廂和員工都在抽菸的地方/本來想說禁煙才來/一上去就是嗆鼻的菸味/唱到一半還有人在門口開抽/
E	開包廂電視竟然要找遙控器/然後等超久/等10分鐘連麥克風都要另外拿/我來這邊是給你開電腦聽歌的/
F	服務態度好/平日早上去/消費合理/划算/原本對KTV提供餐點不抱期待/結果/炒飯跟粥都很好吃欸/美中不足的地方在/煙味太重/建議通風加強/
F	休閒放鬆的好場所/只可惜有些歌曲因為版權未能點到/
F	四個人假日下午歡唱3小時還附餐點/一個人才330元/很划算/
F	價格實惠/餐點份量大且不錯吃/且友人有吃素也會特別準備/不錯
E	週六/六點半進場唱歌慶生/唱了四個小時之後要續唱/說如果要續唱的話要重新開包廂重新再收一次低消一人100元/我們6/30進場的時候已經付過抵銷了現在跟我們講說續唱的話還要再付一次低消無法接受/哪有人唱的歌要付兩次低消的/消費方式不清不楚/跟服務生說一直說是公司規定公司規定/帳單亂算在1樓的時候登記就有問朋友的女兒/7歲/要不要收費1樓那邊說不用/結果結帳的時候把她算進去/如果我們今天沒有看帳單的話是不是白白被多收一個人的錢/因為看了帳單之後才發現他多算一個人的錢才問服務生他們才去改帳單/整個感覺很差/並沒有把客人當客人/服務也是扣分/不知道為何是這樣的經營模式/
F	第一次來這裡/交換禮物/拍學士服/很棒的一天/學生價很划算/加一小時一人100/今天很開心很美好/
E	設備可以更新一下/很多KTV已經是無限麥克風了/有線的很麻煩容易跌倒尤其是那種會一邊唱一邊跳的更容易被線絆倒/很多流行歌都沒有/櫃檯服務人員一直推銷會員卡/包廂也沒有到很乾淨整潔有點陰暗燈光也很差/除了稍微便宜一點之外真的沒什麼好的/
F	歌曲種類繁多/好唱又划算
E	消費金額和一開始報的不一樣/有種被騙的感覺/感覺非常不舒服/我們有問服務員/2900四個小時是包含抵消在裡面的嗎/服務員回答是/結果結帳時跟我們多收了快一千塊/說是抵消要額外付費/也就是2900/599/我們點餐的錢/10/服務費/唉/第一次來消費就留下不好的印象/希望想來的各位可以留意下/
E	在預約時說好的價錢/夜唱到一半說要結帳/說不是用那個費率計價/結帳後也不開發票/要跟他索取才開/早點收一收吧
E	昨天去唱歌/唱的很不爽要續唱還要再收第二次低消/很不合理/下次不會再去了/做生意是長長久久的/好樂迪也沒有這樣收費的/
E	隔音設備普普/但煙味超重的/自助吧檯量少/但不衛生/幾乎都是未做遮蓋/以致於我們一行人約莫有4/5個人回家之後就猛跑廁所/其中一人還就醫/不是很推薦/歌的選擇性其實算還好/至少我們這群人不會硬是想要唱什麼歌/音效不會差到哪裡/雖然假日價位比較貴森森/還會結錯帳害我還要跑兩趟結/奇蒙子真的很不佳/至於服務態度/品質/嗎/太過要求就只會讓自己更悶/不推薦但假日想就近消磨時間其實也是可以來/但不要吃自助吧檯未加蓋東西/肚子犯疼不是蓋的/我們入場前一個客人還因為忘了把東西帶走/問都沒問就開門而入/超沒禮貌/這讓我擔心桌上杯子是否有更換過/結論/唱歌唱開心就好/但回過頭腸胃炎就真的不是在我們所希望的負加價值內
E	網路上的歌單/到現場後根本完全不一樣/十首只有三首有吧/服務態度也還好/包廂內很臭/還有兩隻大蟑螂/點歌的機器很老舊/聲音很小/很普通/不會再去
F	點唱機超難用/_/熱門歌曲只有十頁有夠難點歌/不過食物跟氣氛都還可以啦/地點也算方便啦/突然想唱歌不想跑太遠還是可以來一下的
E	打個電話預約/櫃台口氣超差/連唱歌的心情都沒了/真掃興/唱歌絕對不選這間
