F	親切且迅速的店員/供貨充足的酒飲/好吃的炸點/皮超難剝的香吉士/連警察都會來光顧的一家好店/這麼好的店值得多給一點小費/請各位不要吝嗇
F	唱歌/食物價格沒有很貴/而且食物味道也還不錯/只可惜包廂內煙味真的有點重/而且設備略為老舊
F	錢櫃吃的東西都不錯/有確實做好防疫工作/服務親切/包廂乾淨舒適/沒有煙味/很棒/
F	上次進來竟已是兩年前/包廂舒適乾淨/食物一如既往的美味
F	哈哈哈/不就是滿滿的煙味跟酒味的熟悉的環境嗎
F	四個人唱四小時/只要/499再加上服務費/超值/不過就是小包廂只有兩支麥克風/但空間大/廁所也乾淨/餐點偏貴就正常嘛/喉糖蠻好吃的哈哈/
E	我第一次覺得台北很可怕就是在這裡/多年前從台中上台北跨完年跑來這邊唱歌順便休息/要搭電梯離開的時候/電梯門打開是個喝到爛醉的人/旁邊站著一個凶神惡煞/幹是想嚇屎誰/之後只好走樓梯下樓/難怪電視新聞常在報KTV酒後鬧事/
F	很不錯其實/被KTV耽誤的辦桌外匯餐廳/食物其實都蠻好吃的/環境舒適/歌曲也都還行/有些抖音流行樂也可以找到/雖然沒有很對/地點方便/小圓椅子可以備至少兩張在一間/這樣點歌比較方便可以坐在椅子上面對點歌銀幕面板
E	包廂內的煙味真的非常非常重/按KTV螢幕和遙控器的清潔按鍵按到天荒地老都不會有人來服務/用包廂內電話詢問才得知/清潔按鍵要逐漸淘汰掉了/要找服務生只能用電話/那為什麼一開始不先跟客人說明或直接把按鍵塗掉/
E	來此消費請務必請同行其中一個人在清醒下去結帳/大夜的收款人員會有故意算錯錢/意圖讓人多付錢並中飽私囊的狀況/本人一行七人於2022/01/25凌晨結帳時親身經歷/若錢櫃管理人員看到此留言/也可調11樓02/00/02/30結帳櫃檯攝影機/本人願負起法律責任/
E	你們海薛客人一筆的樣子跟墾丁滷味很像耶/_/東區不差你們這間ktv/你們也不差我們一組客人吧ㄏㄏ/你們就繼續薛錢吧
F	終於解封了/立刻來錢櫃大唱/這邊麥克風音質超棒ㄉ
F	東西很好吃/只是需要一點時間製作/整體來說不貴也不便宜/CP/值適中
E	很多人在包廂抽煙/一到樓層/不用進包廂就聞到煙味/服務人員也說對/有人抽煙/傻眼耶/
F	早上8/50去/發現有個9/00開始的4小時399方案/超級便宜/就在旁邊的711買了一些零食就進去了/很不錯/只可惜煙味還是有點重QQ
F	想念了錢櫃/希望疫情趕快結束/出門在外記得做好防護措施/保護自己/也是愛護台灣/台灣加油/
E	煙味超重/東西有點不乾淨/食物餐盤/杯子/等/希望外語歌多一點
E	煙味超級重/一路從五樓走道到包廂都是/包廂內更是令人窒息
F	平日真便宜/炸物青椒好好吃/薯條也好吃/番茄醬不夠用呀/炸洋蔥我個人覺得還好
F	環境乾淨/空氣新鮮/東西很好吃/不會像樂華錢櫃/滿間的噴奇怪濃香水
E	防疫期間的進場動線完全搞不清楚自己該往哪排又該往哪裡去/只有排到櫃檯然後才知道自己原來排錯邊了/哈哈哈/這種場景超像20/30年前的戶政事務所/其實個人不是很會唱歌/但是錢櫃放出來的幾乎都是唱片公司的MV拿來直接改成伴唱曲/一是很難跟上專業歌手音調與速度/二是字幕根本無法看到下一句/除非很熟悉這首歌/否則一定斷句/硬體設備/自有其優點/唱歌嘛/有嗨就80分囉/補充一點/SOGO錢櫃/客人的外在素質真的比錢櫃的內在素質高級許多許多許多喔/哈哈哈哈/歡迎看倌們常常光顧喔/如果認同以上/請不吝給個/讚/吧/謝謝囉
F	巔峰換場時間電梯會等很久/服務效率蠻快的/食物還不錯/算是價位比較高一點的店/燈光效果都有點low
E	想說剛解封來唱歌結果唱歌唱了4小時反應了3次麥克風不是沒電而是一直斷斷續續的好像壞掉/結果只是換電池而已/主管來後才幫我們換新的/之後就好/覺得是把消費者當傻瓜們
F	/ㅂ/乾淨/奶茶好喝
F	我覺得除了鼎泰豐/我如果在台北不知道晚餐吃什麼/來sogo錢櫃就對了/放下水餃跟牛肉麵吧/麻辣魚片還有花雕雞麵才是正確的打開方式啊
F	包廂內有獨立廁所/食物都很好吃/最喜歡跟朋友來sogo錢櫃/把這裡當第二個家/
F	Sogo/錢櫃的員工都很不錯/也很願意為客人爭取權益/颱風來臨前的夜晚感謝你們/硬體設備很需要改進/特別是音響設備/太破了耶/303包廂就算是小音量的音樂與小聲量的麥克風都有破破的聲音/Room/303/s/audio/system/isn/t/great/The/staff/are/always/friendly/and/nice/
F	防疫期間檢查實名制跟量體溫都很確實/到包廂還會再掃一次QR/CODE
E	開洋葷/裝年輕/哈哈哈/不過來了/對於大廳佈置裝潢設計有花心思/但配置的座椅在其中則low/到了閣樓套房內/小小的/充滿/蟲蟲及潮濕濕含著臭臭的菸味/對於常混戶外的我/唉唉啊/下不為例/
E	疫情剛開放/規定不能帶外食/不能飲酒/既然依照人頭低消/已經被迫點非酒精性飲料/店家卻不提供冰塊/非常不合理/如果會有任何顧忌/就僅提供瓶裝水/非酒精飲料也請勿販售/取消人頭飲料低消/讓大家單純的喝水唱歌最好/
F	麥克風給不少/附的食物還可以/缺點是煙味很重
E	煙味不能改進一下嗎/還是那是錢櫃特色不能改/點歌系統也不夠方便/時代在進步了/加油
