A	假日泡湯家庭4人房2小時1988/雙人房1388起/因為家裡有2位小朋友/目前飯店規定超過100cm/雙人房每位小孩酌收/200/所以最後選擇了家庭房507房/泡完後感想是/缺點部分/1/沖澡蓮蓬頭設計位置不佳/沖洗的蓮蓬頭架設在溫泉水龍頭上方/因為浴缸不算小/所以變成若要沖洗/邊放溫泉/蓮蓬頭將無處可掛/沖澡非常不便/變成需沖完後等待放溫泉/費時/2/下午茶口味平平/下午茶說是吃到飽/會先給一盤蛋糕/一點水果/蛋糕口味非常普通/其他自助吧東西的選擇性也不算多/鬆餅可能因疫情期間由現場服務人員直接協助製作/但口頭告知號碼/造成最後次序混亂/3/停車場較小/若有幸現場有車位/需留下鑰匙供現場人員調整車位/但因為車位太少/故大多車子工作人員會建議自行去收費停車場/4/接待櫃台因天冷生意好/態度略顯高傲/5/房內雖有暖氣按鈕/實際是沒有暖氣/優點部分/1/停車場/餐廳的服務人員態度親切/2/4人房房內空間大/3/餐廳旁有一間小小的兒童遊戲室/供2/3位小朋友稍作遊玩/結論/價格無法與服務及泡湯的品質對應上/CP值很低/若是貪圖其泡湯/又可喝下午茶/附近美食眾多/更強烈建議在附近選擇自己想吃的/再選個稍便宜些的湯屋/對我而言絕非親子泡湯的首選/我個人也不會再次光臨/另現場有給好評/送小禮物/這或許是因為他能維持一定評價的重要因素/這2顆星/單純是給停車場及餐廳的服務人員/
A	非常差的體驗/缺點/1/房內整潔極差/浴室內遺留著之前客人的毛髮/面紙盒內/床的底部等很多角落都是灰塵/2/一定要等到18/00才能入房/可能其他時間房間是要給來泡湯1/2個小時的旅客才這樣規定/3/一樓停車場停車不一定停得到/就算有得停也得把鑰匙交出去/因為停車空間小/管理者會多次的啟動客人的車子挪動調度空間/如果沒空間需要停到其他地方會館也沒有任何補助/4/寄放行李非常隨便/會把行李直接放在櫃檯旁邊的客人等候區的地上/其他客人隨便都能碰觸到您的行李/5/下午茶的甜點除了鬆餅以外其他都不怎麼樣/早餐也是/種類樣式非常少/6/空調設備差/會有很大的噪音/隔壁房有人抽煙也聞得到/因為準備退房就算了/7/隔音很差/外面的聲音可以很清楚的聽到/隔壁房間的聲音也能聽到/8/床跟枕頭不怎麼好睡/前面幾點會讓睡眠品質降低/整體體驗很差/價位也不算低/就當做自己衰小花錢買經驗/
A	訂的是雅緻雙人房/地點位置很方便/池水流水量很大/但是房間打掃有待加強/不僅溫泉池隨處可見灰灰的污垢/磁磚中有大大的縫隙也無修理/感覺池水流到縫隙內也無法清理/縫隙裡面有無發霉也無法確認/邊泡邊看到那個黑黑的縫隙水就這樣灌進去/實在讓人很無言/房間內靠近地板淺色木製牆壁的部分亦無打掃/眼睛遠處直視就是一塊塊的污漬/看到就些嚇人/燈具上面也都是灰塵/桌子是黑色大理石材質/看上去全部是細細的毛絮/如果只是泡湯就勉強眼不見為淨/住宿可能就不會再去了/下午茶及早餐雖是附贈的/但東西實在太少/第二天就放棄不吃了/小朋友到現場要加費/但是其實並沒有要求加床/卻一天加500元/感覺是用500元使用不是小朋友專用的備品跟毛巾/問櫃檯人員也不太理會/只是說是規定小朋友就是要加費/覺得只適合泡湯不適合住宿/
A	我住的是經濟雙人房/雖然是最平價的套房但也是要3500/撇除空間跟設備不談/因為也沒有多好/就環境跟感受來說明/1/房間看得出很明顯沒有在打掃/熱水壺上面滿是灰塵/衣架金屬勾環的部分全部都生鏽發霉/2/我的房間是窗戶正對旁邊的防火巷/車聲人聲非常明顯/樓上小孩蹦蹦跳跳的聲音也非常大聲/3/泡湯的池子塞子塞不緊/很容易泡到一半水會越來越少/4/房間貼的木頭地板也是浮凸翹起/在房間走還被一片沒黏好的地板絆倒/總結/如果你是很追求泡湯也想要有好的休息環境/這裡非常不推薦/性價比不錯高/網站的照片跟實際長得完全不一樣/如果你只是想打砲的話也不要來這裡/
A	因為家住的遠/北投難停車/所以事先詢問是否一定有車位/確認/有預定客人就一定有車位/後才訂房/當下就刷了4千多/到現場時才改口有車位但不會保留給任何人/你要自行到外面找車位或自費找停車場/根本就是欺騙消費者/當下決定要退房轉去其他家/櫃檯卻又說可以退房但不退費/約莫耗了20分鐘/湊巧有泡湯客人離開/居然才說有客人走了你可以停了/這是什麼鬼邏輯/飯店自行調度有問題要客人自行解決/入住要晚上6點後/超收臨時泡湯客人/致使預定客人權益喪失/結果要自行吃悶虧/結果/網站訂房照片與現場不符/照片看起來很棒/入住卻與照片有差異/老舊且隔音很差/隔天早餐/餐廳人手不足/在入口站了5分鐘/沒人安排座位也看不到服務人員/BTW/早餐東西很少/絕對不會再光臨/不推薦/價格跟CP值天差地遠/
A	連一星都不想給/住到3樓的真的三思/入住當天/事先有打電話詢問是否有停車場or停車格/服務人員當時說有帶客泊車/到了現場說沒車位/叫我們去外面停/停比較遠還要自己停就算了/還要停車費/重點是/跟電話講的不一樣/女服務人員說/因為打電話詢問的時候還有車位/到現場的時候沒有/然後沒有提前告知還推給晚班的/我就很傻眼/我們總共Vip兩間/4599兩間/憑什麼連車位都沒有/再來3樓Vip房型比一般雙人套房的房型還要小/我真的不知道花快5000去住一個比一般套房還小的意義何在/房間放完東西基本上沒位置/我們訂了四間/就3樓vip比8樓vip跟一般套房還要小超多/再者/男經理的態度極差/處理事情的方式就是/你要嘛住/要嘛就不要住全額退費/反正沒有遇過這麼小的房間/而且還花了快五千塊還不含停車位/吵了整晚基本上也沒休息到/最後也只能自認雖小/可能他們店的vip跟我所認知的vip不一樣吧呵呵
A	1/假日住宿雙人房2日費用7698元/因孩子超過100公分/告知需額外支付1000元費用/所以共支付8698元/加人並未增加任何盥洗用品/一樣極小的房間一樣的雙人床/服務人員說明加人費用是因為早餐及下午茶/但隔日下午茶及早餐券需第二日才能領取/2/下午茶部分/服務人員提供一份固定內容的餐盤/4個小蛋糕與2片水果/並說明架上餐食採自助式取用/但事實上架上只剩殘餘幾片餅乾幾乎全部空盤/讓人大失所望/本想第二日提早去享用下午茶/卻在第二日早上領券時告知當日不提供下午茶/讓人傻眼/3/浴室浴缸很大/但沒有可以放置衣服的地方/需勉強放在潮濕的洗手台或馬桶蓋上方/或是洗手台下放置毛巾的小空間/使用上非常不方便/4/飯店隔音極差/在等電梯時就可以聽到房內男女大聲的互動/帶著小孩不知如何解釋/新北投有許多可以住宿的溫泉會館/後續住宿會記取此次經驗/以免重蹈覆轍造成不愉快的渡假經驗/
A	浴缸太小/兩個人要分開泡/不過白磺溫泉泡起來舒服/所以給兩顆星/放水要等很久/蓮蓬頭還斷斷續續/水也忽冷忽熱/感覺很糟/再來房間沙發是破的/枕頭有血漬/整體看起來乾淨/但仔細看細節就會覺得很不行/再來是自助吧下午茶的部分/除了每人供應的四種小點/還拿了肉包/鬆餅/卡里卡里餅乾/果凍/皮蛋瘦肉粥/柳橙汁/皮蛋瘦肉粥是唯一可以吃的/鬆餅味道超像調理包/肉包冷掉了內餡又難吃/餅乾和果凍正常/但是我認為自助吧附餅乾很沒有誠意/柳橙汁像用粉泡的/請加強各項衛生觀念/乾淨一點/浴池大一點/沒有下午茶也無所謂/不然我覺得真的不值得/1088這個價格/整體感覺下來非常雷/
B	整齊清潔/服務人員笑容可掬是第一印象/房間感覺有重新裝修過/也清掃的很乾淨/浴室溫泉出水量大/不需要等很久就可放滿整個浴缸/泡完澡後滿身的溫泉味/久久不能散去/光就溫泉及房間的感受性來說/讚/唯一覺得可惜的是/免費提供的下午茶略顯單薄/可選擇性不多/不過DIY鬆餅吃到飽倒是很爽/
A	訂了他們所謂的VIP房型/結果一進房門發現裡面可用空間小到靠北/甚至比便宜的房型還小/有夠壓迫/住到3樓房型得人要三思了/房內空氣有夠糟/電視上滿滿灰塵/牆邊還有奇怪得污漬/有夠傻眼/再來我今天訂VIP房型/連停車位也沒有/還要去外面停收費的/說有代客泊車/到現場卻沒停車位/電話中也沒告知晚到會沒停車位/請問vip是這種待遇/再來/那邊有一位男性疑似主管/態度差到不行/一進去不知道再跩什麼/房間有問題有疑慮一直在推鍋/一副大不了退你們錢的嘴臉/反而櫃檯小姐態度很好/要住這裡的人真的要三思了/喔還有隔音超差/除了溫泉好一點以外/其他都爛到不行
