D	肉優/服務生汎汎親切專業
D	三角龍很很好/雖然看起來憨厚但速度很快/麻辣鴨血很嫩很好吃/
D	蔬菜好新鮮/椰子冰淇淋好好吃
D	今天來吃飯給家垣服務/覺得不錯/下次來一定要來給他服務/
D	服務態度超讚/我喜歡這裡的服務/超多/
D	服務很好/整體來說很滿意/
D	服務人員親切/氣氛很棒/適合闔家親友聚餐
D	食材新鮮/海鮮也很新鮮/非常推薦牛奶鍋/這種價位配上桌邊服務/我覺得很值得/希望能繼續保持/冰淇淋也超好吃唷/
D	還不錯/用餐環境很好/餐點湯頭很棒/讓人很舒服/
D	肉多又好吃/壽星招待的肉蛋糕很讚/店員服務態度也很親切/是間會想再回訪的店/
D	肉多多服務好
D	吃超多肉的/打卡也是有送肉的/價格合理/有茶/飲料眾多選擇/店里燈光/設計很美/個人很喜歡/
D	店員很客氣/訂位出錯直接送海鮮送肉/裡面對於欠蔬菜的年輕人來說算是很不錯的補充點/飲料冰品選擇也多/每次來都吃飽飽的/很不錯
C	預訂外帶取餐要先下載app加入會員才能打電話去訂/2021年了還只能電話訂餐/電話超難打/打很久才接/那就算了/取餐才是惡夢/預訂今天晚上7/30取餐/7/40抵達/竟然還要排隊才能取餐/排了半小時還沒排到/變成另一種群聚/請問浪費時間打電話預訂的用意在哪/乾脆大家都去現場排隊買就好了/等到8點多/眼看再等半小時肯定也拿不到/只好離開/可以外帶的火鍋店還有很多家/現在開心回家吃別家火鍋了/建議大家不管訂幾點/可以提前兩個小時去排排看/順便體驗一下久違的人潮/
C	今天興沖沖的帶破病多日的老公去補身體/一到火鍋店就點高級牛小排/還有生蠔蛤蜊/店員推薦滷肉飯/結果飯好難吃/海鮮不新鮮/唯一高單價的牛小排還OK/一回家就拉肚子/不推肉多多後山埤店/不想拍照不想打卡
D	崔意忠服務好/棒
C	沒有真的肉多多
D	好吃/
C	我不知道做了甚麼事/店員臉從帶位開始皆都是臭臉/帳單來了連句提醒都沒有/面對其他桌客人都會適度微笑提醒帳單來了/這感覺有點不適/湯頭不錯/菜新鮮/飲料多樣化/醬料很特別/
D	食材不錯/CP值高/服務親切/還送小髮圈/冰淇淋好吃/會想再去
D	店員的服務態度熱情誠懇/會這麼說是因為當天沒有訂位/在臨時前往的情況下雖然需要現場等/不過負責在櫃台登記帶位的男店員非常熱情的招呼/讓我們全家人都覺得值得等待/肉的品質與價格非常合理/我們全家人為了吃/討論很久/店員也沒有因為這樣而不耐煩/反而更加熱情的協助我們點餐並給與建議/本來想給5星好評/但/少的那一星完全被海鮮扣掉了/蛤蜊/淡菜/魚片不新鮮/店員說魚片是捕撈後急速冷凍/所以外觀顏色上沒有那麼漂亮/都是到運送到店家後退冰再切片出餐/當天媽媽不吃牛/豬/本身也不太吃肉/完全是為了陪我們愛吃肉的人來用餐/想說至少可以吃海鮮/但海鮮的新鮮程度真的吃過就知道/當然我們知道我們來的是/肉多多/不是/海鮮多多/這樣的新鮮程度要求是否走錯棚XDDD/所以我認為少一星非常合理/如果店家願意調整海鮮的保存方式/也許會吸引到更多客人/
C	店面較小
D	服務很好/東西好吃/
D	菜盤可以換肉/點四個套餐然後兩盤菜盤換肉/另外的兩盤菜盤裝在一起給我們有一點奇怪/有四鍋怎麼分才好呢/醬料很多口味可以自行調配/肉質還不錯/韓國的冰淇淋味道不錯/
D	肉肉吃到飽/打卡送肉肉
D	第一次來/肉/真的多多/哈哈/品質也好/第一次吃火鍋有雞腿/還蠻好吃的/肉真的太多/只得包一些回家/隔壁桌的年輕人也是包肉回家/看起來不止來一次了/點餐很快/這裡的服務很好/用餐的心情也會變得很好/特別看了一直服務我們的員工/好像叫十X龍/拍謝半夜記性很差/謝謝你用心的服務/我當然知道這不是你的本名啦/下次還會再光顧
D	不只好吃/又吃得飽/又有美女店員帆帆的推薦/值得在去一次
D	東西好吃/店員服務好/希望可以保持/菜盤可以換海鮮蠻不錯的
D	好吃/店員也很親切有禮/尤其是一位短髮女生/好像名牌寫/黑瑞龍/的店員真的很貼心/大推/
D	新的宵夜好去處
D	感謝鈺馨幫忙涮的羊肉豬肉/好ㄘ好ㄘ/加油/下次再來/
D	斜對面有公有停車場/平日不用久候/最後收客時間到十點多/今晚選擇30OZ的雙人餐/我們肉品選擇是牛肉/豬肚雞湯/昆布湯頭很喜歡不會過鹹/肉品口感很棒/目前忠孝店有活動/特定套餐贈送蝦子/沒想到一送就是十幾隻/個頭還挺大的/帥哥店員還特地幫忙將蝦子去殼/真的很感謝/一樓空間寬敞舒適不擁擠/感謝今天忙碌的帥哥店員們的招呼/辛苦您們了
D	今天來吃晚餐/一位可愛的長髮見習女孩服務態度很Nice/食材料理好吃又不貴/大推
D	好吃好吃/環境好
C	生意很好/可惜態度不佳
C	於今天下午5點半左右進入本店/看過菜單決定好要吃什麼之後就告知店員說要點餐/店員說稍等一下/過了大概5分鐘/有的店員在收桌子/有的在幫別桌加湯/但還是沒有店員過來幫我們點餐/我們再次跟店員反應/店員一樣說稍等一下/再過大概10分鐘/一樣沒有人來幫我們點餐/一氣之下直接離開本店/當時店內客人其實不算很多/還有幾張桌子是沒有客人的/沒有想到在這種情況下竟然有店家能夠完全無視還沒點餐的客人/覺得很生氣/也很荒唐/我自己也是做過餐飲業的人/就算再怎麼忙也不可能把客人晾在旁邊這麼長一段時間/我絕對不算是個奧客/我能夠看得出來店內的員工當下的狀態並不是非常忙碌到沒辦法接應客人/不可能再光顧本店/非常糟糕的用餐體驗/甚至連用餐都沒有用到
D	今日去肉多多後山埤店/感受到這裡的服務員特別貼心/服務也快速不會讓客人等太久/其中凡凡服務員除了態度親切之外/也隨時注意客人的需求/還有擔任角鼻龍的服務員/貼心幫我們處理小卷讓我們方便煮食/也很貼心注意我們的需求/而今日用餐湯頭也美味/海鮮新鮮/還會再來/
C	晚上9/10點用餐/2個男店員扯爆/打卡送肉/問了2次都不理人/氣到準備走人/剛好來了女店員/才馬上給/離峰時間還如此態度/真不敢恭維/這家分店處事真令人不舒服/絕不再訪
D	店長長的帥/服務也很親切/打卡就送肉盤/我們幾人打卡就送了幾盤肉盤/加上原本的肉盤/肉多的吃不完/連菜盤還可再續一次/冰品和飲品的口味也很多/醬料也很齊全/鍋底選項多/我選是有先炒過的石頭鍋蠻香/朋友選麻辣鍋/豆腐鴨血都很入味/她說很好吃/大家吃的超極飽/還打包帶走/下次吃鍋還是會考慮來這裏
D	雖價位稍貴/但東西非常好吃/物超所值/
D	服務員態度很好/還幫我們做湯底調整/
D	肉肉很多/湯頭還可以/菜單及說明不夠清楚/需要花些時間才明白/
C	肉的確多但肉質真的是/
D	服務員/帆帆/
D	點牛五花/給培根豬/麻辣湯底現場炒/很適合刷肉/肉很好吃/吃很飽/疫情期間的外帶也很優惠/肉多到吃飽飽
C	兩個人吃了近1500塊/只能說CP值不高/肉的品質不錯冰淇淋意外好吃但選擇不多/用餐環境和服務跟不上這個價位/最讓人不能接受是竟然不能刷卡/下次寧願多花一點點去吃馬辣
D	好吃/帆帆雖然單眼皮但很搞笑
D	店員親切和善/服務殷勤/食物種類繁多且價美物廉/CP值爆表
D	超級好吃/
D	服務態度好
D	服務人員態度超好/
