B	舒服的/乾淨的/公平的價格/
B	温泉很好/房間重新裝潢還可以/就是點心餐食差一點
B	很多網評反映浴缸小/所以增加了一點預算/升級成/長浴缸/房型/可以兩個人一起泡澡/還有很大的空間/很不錯/一千出頭兩小時/泡湯C/P值很高/還有下午茶券可以使用/咖啡廳服務員很熱情協助與講解鬆餅機使用方式/彷彿像烘培課/大大加分/
A	第三次造訪/之前兩次體驗算不錯/但是於10/09於第三次造訪時體驗變差了/泡湯假日988/2人2小時/有位男櫃台人員說泡湯有附贈下午茶/20/00是最後入場時間喔/但是當我們在趕在20/00前到餐廳享用下午茶時/卻發現20/00後依然可以入場/順境覺得傻眼/也有些權益受損的感覺/員工教育訓練需要多加強/
B	還算不錯的溫泉旅店
B	放鬆舒適
B	便宜優質的溫泉旅館
B	環境不錯/還有免費下午茶/重點是服務也很好/會再過來
A	再次相見/不如懷念/以前是988房型任選/這次我們選的是1288的房型/房間裝修的很奇怪以前簡單大方的感覺沒了變成巴里島回憶時鐘牆跟巴洛克公主混搭風/床外的四角木架跟蚊帳顯得多餘/不知道打掃阿姨要怎麼打掃/哭哭/躺在床上兩眼發直看到天花板跟那公主風木架似乎都是粉桃色系/看得我不知如何是好/只剩羽絨被跟枕頭沒變/平日泡湯下午茶根本什麼都沒有/以前是大方的讓客人自己夾/現在就是一人一份/就各放一點/點/可能怕你吃/我覺得以前來的開心感都沒了/堪稱勤儉質樸/以前供到21/00改成20/00/連DIY鬆餅都不見了/餐廳的大姐愛理不理/給你空盤跟叉子/實際上那盤子只能夾小肉包/15/顆/再來是可利亞巨型茶凍或布丁/再來是紫米紅豆粥跟以前一樣/本來以為價錢調漲/服務會優化/看來是我想太多/調漲價錢應該是因為房型整修/價錢上升但下午茶弱化讓你失落感更大/溫泉水堪稱溫冷水/不熱不濃水流也不夠強/光放水就放了一陣子/記憶中的嘉賓閣只能留在記憶/後悔介紹了新朋友去/三顆星純粹是櫃檯小姐打來催促的態度語氣很溫柔體貼/是今晚唯一的救贖/另一個幸運就是在九樓/泡湯沒特別被吵到/3/5樓替你默哀/櫃檯本來在三樓改成一樓/敬逝去的青春/還我記憶中的嘉賓閣啊/
B	下午茶好吃/
A	外表裝潢新穎/廁所老舊/櫃檯人員態度很好/不過沒有詳細說明等候時間可以先去2樓坐著等/結果我就傻傻的加價住貴的房型/有點傻眼
