F	驚人的/
E	蠻新穎的店家/音響雜訊偏多/消費水平不算低/服務人員態度不錯/
F	Jay服務態度好我愛
F	服務超棒
F	餐點好吃包廂美
F	訂位找公關Sam/服務很好/
F	音響超棒的/其他家根本不能比/服務也很周到唷
F	麥克風效果很好
F	還不錯/推薦
F	氣氛跟服務態度都很好/公關華生也很會帶氣氛又帥/已經列為去KTV的第一首選/
E	包廂點歌系統及手機網頁系統難用/還會自動跳歌/還沒唱就跳到下一首
F	工作人員很親切服務超好還很正/
F	人員服務優質/包廂華麗音質佳/KTV首推/
F	訂位找公關Sam/
F	第一次來體驗感覺還不錯/優點/每間包廂有獨立廁所/廁所明亮整潔/掃QR碼點歌很方便/也可以調整燈光音量大小/店員的服務都很棒/不算缺點的小問題/中包廂實際比官網上的小一點/因為包廂都在地下室所以手機網路收訊微差/建議可以連店裡的wifi/包廂裡有一點煙味
F	唱卡拉OK的好地方/
E	週二晚上櫃檯女服務生態度極差/好像欠了他幾百萬/音響品質不如錢櫃/包廂費卻比錢櫃貴/點歌系統完全不行/唱歌調key下一首歌還不會自動恢復原key/極度不推薦/本來最後一顆星給b1的店員/結果最後一首歌還沒結束竟然就進來開始收東西/無視客人還在唱最後一首歌/收到玻璃杯打破/真的是令人驚訝的一間店/補上後續/店長很有誠意的致電道歉/並告知會加強內部訓練/
F	七人週日下午1/00唱到6/00/一人/420/不賴
F	爽/錢櫃要花錢買的骰盅這裡都附給你了/旁邊還有復古遊戲機台給不唱歌的人玩
E	只能說服務態度跟食物都不錯/包廂看起來也很漂亮/但是歌難點就算了/尤其是手機app的部分/麥克風出來的音質也很差/價錢又比台北其他間連鎖貴真的沒有很推薦
F	少見的好KTV
F	餐點好吃/服務人員態度良好/男的俊/女的美/麥克風收音好/
F	很棒/很讚
F	非常棒/
F	薯條要多一點
F	整體服務非常好/蠻適合朋友聚會
E	貴到爆/以為裝潢或餐點或音響設備或什麼之類的會跟價錢成正比/結果沒有/音響音質頗差/一瓶百威65塊/是喝到82年的百威嗎/那一顆星就給在服務態度不錯
F	好吃/
F	Anna服務生/服務很好
F	讚爆服務與環境以及設備/可惜手機點歌慘爆/始終如一的完全無法/哀嚎/
F	裝潢超讚
F	服從細心到位/
F	環境很乾淨/音質很棒/服務很好/推/
F	服務好/包廂漂亮
F	包廂很漂亮/麥克風也好好唱
F	包廂新潮很好拍照
F	最近蠻愛在這唱歌的/因為真的很不錯/而且價格親民/每間包廂都有不同風格/省略了笨重的歌本/掃QR/Code即可點歌/插歌/調整音量/等功能/可以說手機就是遙控器/真棒/還不時送優惠卷/真是佛心來的KTV快點去親身體驗/
F	服務鈴來超快/
F	一進包廂就點牛肉麵是基本盤/sing/go還有麻辣的水煮牛/超級道地的滷味拼盤/現點現烤的串燒/一時之間突然忘記自己是來唱歌/只顧著低頭猛吃飯/這兒的包廂是我唱過全台灣最好唱的音響/聲音細緻又滑順/靈敏度極高/任何unplugged/的歌唱起來都是金曲歌后/任何重低音的歌唱起來都撞擊心臟/歡迎大家來挑戰/以後唱歌找不到這種音響了怎麼辦/包廂裡有籃球機就要點灌籃高手的歌/派對慶生請找聚唱派對/是太空人不是外星人/外面地板很滑請小心膝蓋
F	服務很棒
F	Yuna人美又好/
F	推推/
E	感覺很差/包廂小收費貴歌難點又沒啥新歌東西普普
F	很漂亮/音質好/讚讚讚/挺高級的
E	收費高卻沒有得到良好的服務品質/朋友慶生慶祝/因為地上有點滑告知服務人員麻煩進來處理地面/叫幾次都沒有來清潔/直到包廂內友人跌倒後再出去反應才有人來清潔/客人受傷/經理卻沒有有效處理/反而露個臉馬虎帶過/人就不見/這就是Sing/Go的處理方式/以後不會再來/真的是一顆/都不想給/
F	拿不完的優惠卷超棒/
F	推推/讚讚/
F	服務超好拜託
F	乾淨/舒服/還會再來/
F	很開心的體驗/會再來
F	請問有沒有王嘉爾的歌
F	環境和硬體非常不錯/服務人員態度也很親切/覺得麥克風的效果很不錯/喜愛唱歌的朋友來會很開心/
F	服務佳/
F	棒棒/
F	喝起來/
F	第一次唱中包廂環境超時尚新穎/擺放娃娃讓穿短裙的女生可以遮住短裙很貼心/手機直接QR/Code就可以點歌/炸物拼盤滷味拼盤口味都很有水準/冰奶茶是好喝的那一種/膨大海也很OK/吉祥物皮卡丘超可愛/最重要的是有一堆抖音神曲啊/第二次去唱202小包廂/空間可能太小音響離得太近所以耳朵有一點受不了/滷味沒有第一次來了入味
F	訂位一定要找公關/Sem/人炸好的/服務100/
F	服務態度良好/速度快速/體驗好
E	666包廂電動按鍵壞了/
F	設備新/乾淨/食物有到水平/消費是午間唱到飽方案/比粉絲團的明錶計價便宜超多/唱下來加點餐其實跟/X櫃差不多/但這些方案在粉絲團都沒有說明/可惜/缺點是整間包廂只有一個面板點歌卡歌/沒有遙控器能用/配合的硬體廠應該是對岸的/很多抖音歌跟陸版歌/然後排行榜上新歌竟然有的根本還沒買到版權就上架/傻眼/如果只是去喝酒玩戲的很推薦/因為他真的很多這些/如果是去唱歌的話/聚唱硬體跟歌單方面還需要進步/
E	餐點真的很難吃/每一項都比不上錢櫃/而且滷味拼盤真是難吃/彭大海也未免太甜了吧/昨晚第一次去消費/真的非常失望/
F	很漂亮讚讚
F	好地方/不來會後悔
F	非常好/
F	服務人員態度很棒/裝潢美翻/
F	好玩/好吃/比較有夜店風/設備比錢櫃/好樂迪高級蠻多的/進去就有/Shot/杯盤/生日還會有玩偶進來幫你慶生/唯一缺點就是比較貴一點
F	Yuna/最可愛/人超好/18歲
F	很棒的KTV/強推給大家/
F	拿不完的優惠卷感覺好像不得不來/棒棒
F	喝起來/
F	服務人員態度很棒/當有些幹部很機車
F	服務人員親切美麗大方/下次一定會再來
F	包廂有大球池很好玩/服務生Anna很可愛/服務也很好/
F	很適合大家一起來唱歌的地方
F	雖然沒去過/但感覺挺好的/請問在忠孝店唱歌/能防止穿透音出隔音門嗎/
F	球池包好漂亮/
F	環境很好/
F	服務好/地點佳
F	服務超好/Bill超可愛/
F	一級棒啦讚
F	環境美/
E	貴森森的/本來訂大包廂後來有更改中包廂結果到現場還是給我們原本的大包廂/也沒告知/
F	環境好服務佳/很舒適的歡唱空間/
F	音響很棒/練歌好地方/體驗一次忠孝店就知道評論為什麼比信義店來的好
F	很棒/
E	包廂爛/服務差/服務生態度極度沒禮貌/詢問事情沒耐心愛理不理/叫個東西少東少西/講話不客氣到底是我們欠你的嗎/第一次看到時間到了服務員直接開門站門口/不斷催促/時間到了麻煩離開/下組客人在等待了/我們還要整理/是公司過年期間薪水給不夠嗎/我們消費者可憐過來花錢受氣/
F	超美/應有盡有/Yuna/服務好/
F	很好拍照/網美聚集地
F	服務很好但就是點歌系統有點爛
E	這是一家夜店風的KTV/整體的環境非常好/燈光環境優良/慶生服務特別/有一個穿太空衣的人/廁所很乾淨/我們總共12個人去一個人大約七百多元/稍貴/可能是我平常習慣去星聚點/一人有99元的扣打可以點餐/點歌機很有質感/喇叭的效果讚/麥克風很多隻/大家都可以歡唱/注意我們那時候想要喝水/結果店員給我了我們一瓶150的水四平總共/600/超級傻眼其實我們只是想要一般提供的水/有點強迫消費/無言/
F	很開心的體驗/會再來
F	請問有沒有王嘉爾的歌
E	服務人員很好/但是點歌系統超級爛/菜待加強/包廂內蚊子飛來飛去/希望能改善/不然真的會變一次店/
F	很適合大家一起來唱歌的地方
F	超新/空氣非常清新/
F	高麗菜超好吃
F	棒棒的/有問題反應有得到立即解決/
F	環境很好
F	服務很好/讚/餐點好吃/價格也合理/
F	振魁好棒/
E	很華麗的地方/服務還不錯/消費不便宜/點東西需等一陣子/喝酒是用塑膠杯/很沒有fu/廁所座墊消毒液及擦手紙沒有了也沒補/還要告知服務生後才來補/這應該一開始就該補好補滿/朋友如廁時拉衛生紙卻被紙箱蓋掉下來割傷了手/跟服務生告知詢問是否有ok蹦/而店家也沒慰問傷勢/給了ok蹦就離開了/送了幾張折價卷/但應該不會再去消費/
F	聚唱的第二家門店/包廂更多/空間也更大/每一間包廂都有洗手間/讚
F	玩骰子玩到瘋掉/推薦/空間很棒
F	餐點超好吃/音質也超好
E	不能調回音/大陸熱門歌太少/音質普通/一次店/
F	好的/
F	SingGo/台北唱歌據點比較高端一點的選擇/有大中小包廂/但都偏小/整體氣氛更Fancy/燈光打得更聲色/適合走台步/也很適合辦拍照用的派對吧/比起星據點之類的有比較多附加趣味/點歌的機器也完全不一樣/有很多抖音歌/熱門歌曲的排名好像常常會看不懂/但那個點歌機器其實UIUX做的不是非常好/但是手機也可以點歌蠻方便的/包廂都會有骰盅/還有快打遊戲機/無聊的時候可以炒熱氣氛/食物也不錯/滷味拼盤是熱的/每次都會點/
F	好吃好喝服務生長的帥/女生長的美
F	非常有水凖的現代化ktv裝修設計非常有特色設備也很新/而且東西也很好吃/有點小貴但是絕對值得你來/兩家店都很好/
F	好玩/設備好/好吃/
F	第一次去覺得環境優良/公關華生也很會帶動氣氛/
F	兩家店的服務都很好/裝潢以及食物也無可挑剔/來這邊都是拍照不是唱歌xD/這邊點歌系統跟歌單比較不如其他連鎖KTV/但是那個場地真的超棒/
F	這裡很棒/很乾淨/
E	濃煙味/有些服務生態度很差/點歌器很難用/很貴/
F	Yuna/可愛服務態度又好
E	收費那麼貴/地板濕滑請服務人員來清潔沒人理/叫了半個小時都沒人來/有人摔倒才要來清潔/遊戲機ㄧ邊也故障/
F	美美躂
F	服務好/設備新/歌曲多/整體感受滿分
F	皮卡丘好可愛/多一支麥克風更完美/
F	拍照和玩樂的好地方/
F	設備優良氣氛不錯/沒什麼好挑剔/不過消費不便宜
F	讚/氣氛很好/而且還有球池/我的天啊
F	喝起來
F	最有夜店瘋的ktv/音響設備不錯重要是大陸歌曲選擇多/謝謝威爾的安排及招待/也謝謝其他工作人員熱心的服務/讓我們的尾牙續攤玩的很愉快/
F	服務生很貼心
F	免費2個小時的體驗真是太棒了/麥克風收音超好/音質超讚/餐點也超好吃/花少少的錢體驗到了不一樣的KTV/聚會場所新歡又要更新嘍/月底的生日派對就選擇這邊啦/期待又有新的驚喜出現/
F	話梅很難吃/拜託換牌子/吃到根本無法唱歌/其他服務都很好
F	服務生很可愛
F	燈光設計風格效果大膽/包廂設備很好/消費屬高檔
E	點歌系統真的超難用/連到手機划開之後就會跑掉還要重掃/麥克風的音質超難調整連我這個歌王都唱的2266/牆壁沒有掛外套的地方也很妙/整體環境蠻有夜店風/食物不錯以及服務人員態度好
E	點歌機難用/分類不清楚/常找不到歌手或歌曲/持女神卡或優惠券的注意一下/說包廂費打一折或是折價券可無限張數使用/結果結帳時服務費是用/原包廂費/計價而不是折扣後剩餘的包廂費計價/用低折扣騙人去消費/招待的東西服務費照計/舉例招待498的水果/一樣收你50元服務費/所以不要以為招待就免錢/帳單灌水很多/不老實的店家以後不會再去/
F	一進大門就嘆為觀止/大廳超美的/進去參觀的包廂也超美/重點每一間包廂都有自己的廁所/來這邊慶生還會幫你們簡單的佈置包廂/也太好了吧/麥克風收音太好了/可以輕鬆唱/餐點也是很好吃啊/
F	很高級
E	音質不佳/歌曲很少/環境不好
F	歡樂唱歌/氣氛很好
E	優點/1/環境美/2/服務人員服務好/我們點了一個美式拼盤/服務人員有特別來告知點選下午茶套餐/美式拼盤/一壺飲料/只要多9元/缺點/1/點歌系統難用/除了排行榜外基本上只能自己搜尋/2/手機點歌問題多/一直出現沒有點的歌曲/頁面也一直變空白要重刷QR/code才可以/3/手機點餐系統問題多/僅點選一個美式拼盤/服務人員送來其他東西後才發現點單上多出了好幾項沒有點的東西/告知後服務人員有幫我們把東西取消掉/建議還是按服務鈴請人員來點餐/手機點餐點歌系統的代碼改一下就可以連結到別的房間的畫面/雖然沒有實際點下去看看會不會成功但系統還有很大的改善空間
F	喝起來
F	非常新/比ATT店大多了/很不錯/
