F	12369,8623,
E	10014,6377,8623,5013,12130,16858,1945,7742,7382,1205,1724,6881,1527,5495,1252,
F	12739,6881,5495,4213,5551,5464,
F	6881,10695,
F	12309,4221,13573,
F	10264,14631,12762,6881,5176,
F	12130,10695,8623,2370,1597,7002,1053,15975,6881,1387,5154,3360,3446,
F	12480,6264,5176,
F	11360,6031,
F	7365,10755,6881,5495,11517,5176,13422,16038,1387,5197,4854,7365,13668,4816,13492,2963,370,8623,15784,11327,
E	13583,15123,9203,2988,5712,9380,9203,11993,11410,9706,16373,16601,4681,16371,1018,12940,
F	4763,1527,5231,6881,16311,5154,7238,
F	1527,6881,2093,13574,16287,370,16982,
F	10264,14631,12762,
F	9051,1780,12391,5489,11360,2098,7314,2793,6751,8326,5047,5047,6484,6317,5948,12755,15716,15123,5154,6392,1387,3123,10423,8194,12129,4024,5012,8623,6881,11517,5198,1205,9442,8623,4559,3486,1293,2793,4486,15213,9366,8623,4559,899,3691,2793,11517,3734,3749,5687,5712,9379,6192,14473,5079,3123,16483,8623,681,13575,6752,8122,
F	3444,2914,410,8623,4213,3757,
E	16499,6595,7192,4195,6881,8423,14369,4218,7201,1415,1594,4956,12130,3404,1126,16758,13579,2940,7317,11628,15115,17079,9203,4352,1223,3445,10412,12829,1018,12941,11354,9706,5387,5280,2949,12829,7078,1053,6031,6918,6682,895,6518,12794,8623,5012,9275,6682,12941,11418,9274,9033,4681,11189,11731,6170,6943,8100,4394,11374,3444,6682,12941,6176,8343,5752,8769,6530,1617,12375,8623,885,5010,16101,14364,5154,6751,10376,8623,9735,11297,1272,3353,6703,2716,2221,10298,
F	12944,11182,1024,12,4,13823,220,4,713,12676,1238,
F	8247,16758,10158,9795,11628,10560,8623,17001,11086,11517,16839,1764,1415,6416,11414,5280,3055,11221,15097,1053,3445,8623,1511,8336,
E	3099,10385,6881,5495,10755,12255,11517,1252,2793,8753,1780,1387,5207,1693,15159,4694,1415,4680,6530,5712,491,8623,11513,12480,2491,8623,16913,1387,5179,2079,2982,7317,3179,2373,11775,16493,8769,7535,5154,6031,
F	4666,8623,4213,370,
F	12309,4221,6881,1527,5495,9775,8469,8623,13290,4195,8623,9460,12480,14827,4213,
F	5198,5154,10506,
F	12089,7043,
F	16054,10158,3920,899,
F	6324,6881,12089,4213,10014,11316,6879,9572,
E	16251,8214,1644,10107,5606,12309,5606,12130,10313,5606,1573,1369,8623,6703,10755,2079,5548,9275,7535,12130,16913,12172,4782,825,15658,12701,3841,6530,3515,12710,4905,8623,15658,3552,16641,14921,3734,6881,5495,1252,
F	4221,
F	12721,6882,6881,5176,
F	10506,8214,6881,9739,8384,1634,10313,3137,5712,17079,14559,14117,14107,8623,4352,8087,13785,
F	10107,10667,10506,
F	15026,9257,2596,
F	8384,5154,1402,16913,5198,6881,5176,6022,
F	6881,4213,2793,7955,
F	2793,5207,12480,1389,4213,3444,
F	2793,6374,5176,5855,
F	6698,16082,11030,3445,8623,3691,8769,5157,9539,2074,10229,7314,2793,11517,6751,1098,12230,15684,1415,15780,8623,15145,5948,12755,12728,2928,17079,14747,10423,12129,9067,2692,3123,10385,5712,4690,11308,8766,16563,10999,2087,2936,8765,13253,1780,8623,370,5345,2963,10232,12391,
F	6881,16730,10687,
